Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2020,2020,2020,6,1,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,39,,,,39,,12138,,,0
H5,2020,2020,2020,6,1,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,381,,,,381,,22462,,,0
H5,2020,2020,2020,6,1,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,69383,,,,69383,,1352851,,,0
H5,2020,2020,2020,6,1,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,207353,,,,207353,,994766,,,0
H5,2020,2020,2020,6,1,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,10191,,,,10191,,164674,,,6
H5,2020,2020,2020,6,1,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,441,,,,441,,7855,,,6
H5,2020,2020,2020,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,20500,,,,20500,,5842,,,0
H5,2020,2020,2020,6,1,1,Import,52,Barbados,BRB,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,1685,,,,1685,,7033,,,0
H5,2020,2020,2020,6,1,2,Export,52,Barbados,BRB,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,25,,,,25,,150,,,0
H5,2020,2020,2020,6,1,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,557981,,,,557981,,1277900,,,0
H5,2020,2020,2020,6,1,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,25263158,,,,25263158,,9323661,,,0
H5,2020,2020,2020,6,1,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,1453,,,,1453,,6330,,,0
H5,2020,2020,2020,6,1,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,479,,,,479,,55139,,,0
H5,2020,2020,2020,6,1,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,53059,,,,53059,,97436,,,0
H5,2020,2020,2020,6,1,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,180,,,,180,,12309,,,0
H5,2020,2020,2020,6,1,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,2774449,,,,2774449,,1635501,,,0
H5,2020,2020,2020,6,1,2,Export,72,Botswana,BWA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,3120,,,,3120,,1777,,,0
H5,2020,2020,2020,6,1,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,9498,,,,9498,,78038,,,6
H5,2020,2020,2020,6,1,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,209,,,,209,,2768,,,6
H5,2020,2020,2020,6,1,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,243,,,,243,,829,,,0
H5,2020,2020,2020,6,1,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,2418,,,,2418,,30600,,,0
H5,2020,2020,2020,6,1,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,3164,,,,3164,,3800,,,0
H5,2020,2020,2020,6,1,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",12,Volume in cubic meters,117210000,,,,,,1278882,,,0
H5,2020,2020,2020,6,1,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",1,No Quantity,0,,,,,,183562,,,6
H5,2020,2020,2020,6,1,3,Re-Export,124,Canada,CAN,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",12,Volume in cubic meters,0,,,,0,,126452,,,0
H5,2020,2020,2020,6,1,1,Import,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,1,,,,1,,648,,,0
H5,2020,2020,2020,6,1,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,78,,,,78,,533,,,0
H5,2020,2020,2020,6,1,3,Re-Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,78,,,,78,,533,,,0
H5,2020,2020,2020,6,1,1,Import,156,China,CHN,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,1948658,,,,1948658,,1155594,,,0
H5,2020,2020,2020,6,1,2,Export,156,China,CHN,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,51830,,,,51830,,661600,,,0
H5,2020,2020,2020,6,1,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,113887,,,,113887,,362374,,,0
H5,2020,2020,2020,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,90,,,,90,,19272,,,0
H5,2020,2020,2020,6,1,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,9554,,,,9554,,93718,,,6
H5,2020,2020,2020,6,1,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,3774,,,,3774,,63073,,,0
H5,2020,2020,2020,6,1,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,591865,,,,591865,,311988,,,0
H5,2020,2020,2020,6,1,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,4646,,,,4646,,5427,,,0
H5,2020,2020,2020,6,1,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,13622,,,,13622,,55303,,,0
H5,2020,2020,2020,6,1,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,1331,,,,1331,,22124,,,0
H5,2020,2020,2020,6,1,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,1121,,,,1121,,224191,,,6
H5,2020,2020,2020,6,1,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,2267,,,,2267,,70340,,,0
H5,2020,2020,2020,6,1,1,Import,251,France,FRA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,814263,,,,814263,,1253705,,,0
H5,2020,2020,2020,6,1,2,Export,251,France,FRA,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,14901,,,,14901,,197729,,,0
H5,2020,2020,2020,6,1,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,66,,,,66,,37235,,,0
H5,2020,2020,2020,6,1,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,685644,,,,685644,,1411009,,,0
H5,2020,2020,2020,6,1,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,79942,,,,79942,,931063,,,0
H5,2020,2020,2020,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,6443,,,,6443,,107747,,,0
H5,2020,2020,2020,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,1584,,,,1584,,1899,,,0
H5,2020,2020,2020,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,497,,,,497,,626,,,0
H5,2020,2020,2020,6,1,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,80855,,,,80855,,43171,,,0
H5,2020,2020,2020,6,1,1,Import,328,Guyana,GUY,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,178,,,,178,,6314,,,0
H5,2020,2020,2020,6,1,2,Export,328,Guyana,GUY,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,24,,,,24,,19,,,0
H5,2020,2020,2020,6,1,3,Re-Export,328,Guyana,GUY,0,World,WLD,,,,,,,,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",8,Weight in kilograms,10,,,,10,,9,,,0
